song_id,quadrant,valence,arousal,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,top_k_mood,top_k_genre,top_k_theme,top_k_style,theme_label
MT0000146284,Q4,0.7,0.30625,"Amiable/Good-Natured,Earnest,Earthy,Elegant,Gentle,Innocent,Intimate,Laid-Back/Mellow,Light,Refined,Reflective,Relaxed,Reserved,Reverent,Romantic,Sentimental,Smooth,Soft/Quiet,Soothing,Sophisticated,Sweet,Whimsical,Wistful","4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,8,8,9,9,9,9",Country,9,"Comfort,In Love,Relaxation,Reminiscing","9,9,9,9","Country-Pop,Traditional Country","4,9","sophisticated,sweet,whimsical,wistful",country,"comfort,in love,relaxation,reminiscing",traditional country,"T1,T4,T6"
MT0000146966,Q1,0.85,0.53125,"Boisterous,Cheerful,Euphoric,Lively,Strong","5,5,5,5,5","Country,Pop/Rock","5,5","Biographical,In Love,Joy,Money,Relationships","5,5,5,5,5","Hard Rock,Honky Tonk","5,5","boisterous,cheerful,euphoric,lively,strong","country,pop/rock","biographical,in love,joy,money,relationships","hard rock,honky tonk","T0,T1,T6"
MT0000147182,Q4,0.75625,0.11875,"Amiable/Good-Natured,Calm/Peaceful,Laid-Back/Mellow,Poignant,Reflective,Relaxed,Soft/Quiet,Soothing,Warm","7,7,8,9,9,9,9,9,9",Pop/Rock,9,"Hanging Out,In Love,Late Night,Night Driving,Romance,Yearning","5,5,5,9,9,9","Album Rock,Contemporary Pop/Rock,Country-Rock,Jazz-Rock,Soft Rock","5,9,9,9,9","poignant,reflective,relaxed,soft/quiet,soothing,warm",pop/rock,"night driving,romance,yearning","contemporary pop/rock,country-rock,jazz-rock,soft rock","T1,T2"
MT0000151451,Q4,0.815,0.4225,"Calm/Peaceful,Dreamy,Restrained,Romantic,Serious,Yearning","5,5,5,5,5,5","International,Pop/Rock","5,5","Awareness,Friendship,Happiness,In Love,Joy,Passion,Promises,Relationships,Romance,Truth,Yearning","5,5,5,5,5,5,5,5,5,5,5","Central European Traditions,Folk-Rock,German,Psychedelic/Garage","5,5,5,5","calm/peaceful,dreamy,restrained,romantic,serious,yearning","international,pop/rock","awareness,friendship,happiness,in love,joy,passion,promises,relationships,romance,truth,yearning","central european traditions,folk-rock,german,psychedelic/garage","T1,T3,T6"
MT0000153970,Q2,0.345,0.53625,"Aggressive,Angry,Bitter,Boisterous,Brash,Confrontational,Cynical/Sarcastic,Dramatic,Fierce,Gutsy,Hostile,Intense,Menacing,Passionate,Provocative,Raucous,Rebellious,Rousing,Street-Smart,Thuggish,Uncompromising,Wry","4,5,5,6,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Empowering,Guys Night Out,Maverick,Reflection,Revolutionary","5,6,7,7,9,9","Gangsta Rap,West Coast Rap","9,9","passionate,provocative,raucous,rebellious,rousing,street-smart,thuggish,uncompromising,wry",rap,"reflection,revolutionary","gangsta rap,west coast rap","T2,T5"
MT0000162219,Q3,0.311875,0.3143749999999999,"Autumnal,Dramatic,Earnest,Intimate,Literate,Melancholy,Nocturnal,Plaintive,Poignant,Reflective,Rustic,Sentimental,Smooth,Somber,Sophisticated,Stylish,Theatrical,Weary,Wistful,Yearning","5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,9,9",Country,9,"Feeling Blue,Late Night,Reflection,The Great Outdoors","9,9,9,9","Country-Pop,Honky Tonk,Nashville Sound/Countrypolitan,Traditional Country","5,6,6,9","wistful,yearning",country,"feeling blue,late night,reflection,the great outdoors",traditional country,"T2,T5"
MT0000164441,Q4,0.645,0.389375,"Amiable/Good-Natured,Earnest,Earthy,Passionate,Plaintive,Poignant,Reflective,Reverent,Rousing,Searching,Spiritual,Sweet","5,5,5,5,5,5,5,6,6,6,6,7",Country,8,"Affirmation,Empowering,Sunday Afternoon","5,5,5","Bluegrass,Close Harmony,Traditional Bluegrass","7,7,8",sweet,country,"affirmation,empowering,sunday afternoon",traditional bluegrass,"T2,T4"
MT0000169836,Q2,0.35,0.54,"Aggressive,Ambitious,Bravado,Confrontational,Energetic,Hostile,Menacing,Ominous,Reckless,Rousing,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","7,7,7,7,7,7,7,8,8,8,8,8,8,8,8",Rap,8,Cool & Cocky,7,"Dirty South,Gangsta Rap,Hardcore Rap,Southern Rap","7,7,7,8","ominous,reckless,rousing,street-smart,tense/anxious,thuggish,uncompromising,volatile",rap,cool & cocky,southern rap,T2
MT0000171852,Q3,0.203125,0.300625,"Delicate,Dramatic,Earnest,Elegant,Gentle,Gloomy,Nocturnal,Poignant,Refined,Reflective,Restrained,Sad,Searching,Smooth,Soft/Quiet,Wistful,Yearning","6,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9","Jazz,Vocal","7,9","Feeling Blue,Heartache,Introspection,Late Night,Reflection","8,8,9,9,9","Torch Songs,Traditional Pop,Vocal Jazz,Vocal Pop","7,8,9,9","smooth,soft/quiet,wistful,yearning",vocal,"introspection,late night,reflection","vocal jazz,vocal pop",T5
MT0000174580,Q1,0.80125,0.5900000000000001,"Celebratory,Confident,Elegant,Fun,Lively,Lush,Romantic,Sensual,Sentimental,Sexual,Sexy,Stylish,Sweet,Warm","6,6,7,7,7,7,7,7,7,7,7,9,9,9","Electronic,Pop/Rock,R&B","6,9,9","Club,In Love,Nature,Partying,Passion,Relationships,Seduction,Sex,Truth","5,5,5,5,7,9,9,9,9","Adult Contemporary,Club/Dance,Contemporary R&B,Dance-Pop,Urban","6,7,9,9,9","stylish,sweet,warm","pop/rock,r&b","relationships,seduction,sex,truth","contemporary r&b,dance-pop,urban","T1,T3,T6"
MT0000177451,Q3,0.305,0.3831249999999999,"Bitter,Brooding,Gritty,Melancholy,Nocturnal,Plaintive,Poignant,Sad,Somber,Street-Smart,Uncompromising,Visceral,Weary","7,7,7,7,7,7,7,8,8,8,8,8,8",Blues,9,"Breakup,D-I-V-O-R-C-E,Feeling Blue,Heartache,Night Driving,Rainy Day","7,8,8,8,8,9","Regional Blues,Texas Blues,West Coast Blues","7,9,9","sad,somber,street-smart,uncompromising,visceral,weary",blues,rainy day,"texas blues,west coast blues",T4
MT0000177878,Q4,0.678125,0.239375,"Bittersweet,Delicate,Dreamy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Poignant,Refined,Relaxed,Reserved,Romantic,Sensual,Sentimental,Soft/Quiet,Soothing,Sparse,Warm","6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Affection/Fondness,Comfort,Dinner Ambiance,Late Night,Relaxation,Romantic Evening","8,8,9,9,9,9","Torch Songs,Vocal Jazz","9,9","soothing,sparse,warm","jazz,vocal","dinner ambiance,late night,relaxation,romantic evening","torch songs,vocal jazz","T4,T5,T6"
MT0000186467,Q2,0.26375,0.5175,"Aggressive,Belligerent,Boisterous,Lively,Marching,Negative,Strong,Threatening","5,5,5,5,5,5,5,5","Electronic,Pop/Rock","5,5","Anger/Hostility,Freedom,Politics/Society,Religion,Starting Out,Truth,Violence,Wisdom,World View","5,5,5,5,5,5,5,5,5","Club/Dance,Hardcore Punk,Heavy Metal,Punk/New Wave","5,5,5,5","aggressive,belligerent,boisterous,lively,marching,negative,strong,threatening","electronic,pop/rock","anger/hostility,freedom,politics/society,religion,starting out,truth,violence,wisdom,world view","club/dance,hardcore punk,heavy metal,punk/new wave","T2,T3"
MT0000195705,Q4,0.68375,0.2775,"Confident,Dramatic,Elegant,Lush,Organic,Passionate,Poignant,Precious,Refined,Reflective,Reverent,Sentimental,Tender,Theatrical,Warm,Wistful","4,5,5,5,5,5,6,6,7,7,8,8,8,9,9,9","Pop/Rock,Vocal","5,9","Affection/Fondness,Comfort,Relaxation,Reminiscing","9,9,9,9","Celebrity,Traditional Pop,Vocal Pop","5,7,9","theatrical,warm,wistful",vocal,"affection/fondness,comfort,relaxation,reminiscing",vocal pop,"T1,T4,T6"
MT0000197431,Q1,0.8162499999999999,0.56125,"Amiable/Good-Natured,Cheerful,Energetic,Humorous,Innocent,Lively,Playful,Rousing,Witty","5,6,6,6,7,7,7,7,8",Pop/Rock,9,"Hanging Out,In Love,New Love,Partying","7,7,7,7","Brill Building Pop,Early Pop/Rock,Rock & Roll","6,9,9",witty,pop/rock,"hanging out,in love,new love,partying","early pop/rock,rock & roll","T2,T6"
MT0000202045,Q4,0.6025,0.3924999999999999,"Amiable/Good-Natured,Bittersweet,Earnest,Earthy,Gentle,Laid-Back/Mellow,Organic,Outraged,Poignant,Provocative,Reflective,Rousing,Soothing,Spiritual,Summery,Sweet","3,3,4,4,4,4,5,5,5,5,5,6,7,7,8,8",Reggae,5,"Freedom,Hanging Out,Relaxation,Revolutionary,Summer","4,5,5,6,7","Political Reggae,Roots Reggae","5,5","summery,sweet",reggae,summer,"political reggae,roots reggae",T2
MT0000203272,Q3,0.29125,0.4549999999999999,"Ambitious,Angry,Bitter,Cathartic,Confident,Druggy,Earnest,Energetic,Hypnotic,Rebellious,Snide,Spiritual,Uncompromising,Urgent,Volatile","7,7,7,7,7,7,8,8,8,8,9,9,9,9,9",Reggae,9,"Freedom,Revolutionary","8,8",Contemporary Reggae,9,"snide,spiritual,uncompromising,urgent,volatile",reggae,"freedom,revolutionary",contemporary reggae,T2
MT0000214287,Q3,0.24,0.35125,"Autumnal,Bittersweet,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Soft/Quiet,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9,9",Country,9,"Comfort,Feeling Blue,Heartache,Rainy Day","9,9,9,9","Bakersfield Sound,Honky Tonk,Traditional Country","9,9,9","autumnal,bittersweet,melancholy,plaintive,poignant,reflective,sad,searching,soft/quiet,wistful,yearning",country,"comfort,feeling blue,heartache,rainy day","bakersfield sound,honky tonk,traditional country","T4,T5"
MT0000216849,Q2,0.1912499999999999,0.54875,"Aggressive,Angry,Bitter,Confrontational,Fiery,Hostile,Intense,Rowdy,Volatile","4,7,7,9,9,9,9,9,9","Country,Pop/Rock","3,9","Breakup,Cool & Cocky,D-I-V-O-R-C-E,Empowering,Guys Night Out,Heartache","7,9,9,9,9,9","Hard Rock,Heavy Metal,Outlaw Country","3,7,9","confrontational,fiery,hostile,intense,rowdy,volatile",pop/rock,"cool & cocky,d-i-v-o-r-c-e,empowering,guys night out,heartache",outlaw country,"T2,T5"
MT0000218346,Q4,0.6481250000000001,0.45125,"Bright,Earnest,Gentle,Innocent,Joyous,Passionate,Reverent,Rousing,Searching,Spiritual","9,9,9,9,9,9,9,9,9,9","New Age,Pop/Rock,Religious","8,9,9","Affirmation,Empowering,Introspection,Reflection","9,9,9,9","Adult Contemporary,CCM,Contemporary Christian,Contemporary Pop/Rock,Inspirational,Soft Rock","8,9,9,9,9,9","bright,earnest,gentle,innocent,joyous,passionate,reverent,rousing,searching,spiritual","pop/rock,religious","affirmation,empowering,introspection,reflection","ccm,contemporary christian,contemporary pop/rock,inspirational,soft rock","T2,T4,T5"
MT0000222773,Q4,0.61375,0.42625,"Bittersweet,Earthy,Nostalgic,Plaintive,Poignant,Reflective,Reverent,Rustic,Sentimental,Spiritual,Wistful,Yearning","5,5,6,6,6,6,6,7,7,7,8,8","Country,Religious","5,8","Introspection,Reminiscing","6,7","Bluegrass,Bluegrass-Gospel,Close Harmony,Gospel,Traditional Bluegrass","5,5,8,8,8","wistful,yearning",religious,reminiscing,"close harmony,gospel,traditional bluegrass",T1
MT0000231784,Q2,0.359375,0.530625,"Ambitious,Bleak,Bravado,Cold,Confident,Gloomy,Hungry,Ominous,Street-Smart,Tense/Anxious,Uncompromising,Volatile","7,7,7,7,7,7,8,8,8,8,9,9",Rap,7,"Empowering,Motivation","5,6",Hardcore Rap,7,"uncompromising,volatile",rap,motivation,hardcore rap,T2
MT0000235880,Q4,0.56875,0.41125,"Earnest,Earthy,Gritty,Intimate,Organic,Passionate,Searching,Sweet,Wistful,Yearning","7,7,7,7,7,7,7,7,7,7","Blues,R&B","5,9","Affection/Fondness,Comfort,In Love,New Love,Partying,Relaxation,Romantic Evening,Seduction","5,5,5,5,5,5,5,6","Doo Wop,Early R&B,Soul-Blues","5,5,9","earnest,earthy,gritty,intimate,organic,passionate,searching,sweet,wistful,yearning",r&b,seduction,soul-blues,T6
MT0000245808,Q1,0.7887500000000001,0.6243749999999999,"Bravado,Energetic,Exuberant,Joyous,Passionate,Playful,Rambunctious,Rousing,Swaggering","4,5,5,7,8,8,8,8,9","Blues,Jazz,R&B","4,8,9","Partying,Playful,TGIF","4,5,9","Early R&B,Jazz Blues,Urban Blues","4,8,9",swaggering,r&b,tgif,urban blues,T2
MT0000249842,Q1,0.5375,0.545,"Bittersweet,Detached,Dramatic,Earnest,Earthy,Gentle,Literate,Refined,Reflective,Smooth,Sophisticated,Stylish,Theatrical,Warm,Witty","1,2,2,2,2,3,4,4,6,6,7,8,8,8,8",Pop/Rock,9,"Breakup,Introspection,Romantic Evening","2,4,4","Alternative/Indie Rock,Chamber Pop,Indie Electronic,Indie Pop","4,4,9,9","stylish,theatrical,warm,witty",pop/rock,"introspection,romantic evening","indie electronic,indie pop","T5,T6"
MT0000252574,Q1,0.7931250000000001,0.57875,"Cheerful,Lively,Marching,Positive,Strong","5,5,5,5,5",Pop/Rock,5,"Despair,In Love,Passion,Relationships","5,5,5,5",Adult Contemporary,5,"cheerful,lively,marching,positive,strong",pop/rock,"despair,in love,passion,relationships",adult contemporary,"T1,T6"
MT0000255724,Q3,0.3425,0.375,"Angst-Ridden,Bleak,Brooding,Cerebral,Earnest,Literate,Melancholy,Reflective,Sophisticated","7,7,7,7,7,7,7,7,7","Pop/Rock,Stage & Screen","7,7","Loss/Grief,Winter","7,7","Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock,Emo,Soundtracks","7,7,7,7,7","angst-ridden,bleak,brooding,cerebral,earnest,literate,melancholy,reflective,sophisticated","pop/rock,stage & screen","loss/grief,winter","adult alternative pop/rock,alternative pop/rock,alternative/indie rock,emo,soundtracks","T1,T4"
MT0000258646,Q2,0.2774999999999999,0.5462499999999999,"Aggressive,Brash,Confrontational,Harsh,Hostile,Humorous,Messy,Nihilistic,Outrageous,Provocative,Visceral,Volatile","6,7,7,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Mischievous,Revolutionary","8,9","Alternative Metal,Death Metal,Grindcore,Heavy Metal","4,7,8,9","harsh,hostile,humorous,messy,nihilistic,outrageous,provocative,visceral,volatile",pop/rock,revolutionary,heavy metal,T2
MT0000268576,Q3,0.28625,0.375,"Brooding,Calm/Peaceful,Laid-Back/Mellow,Refined,Reflective,Relaxed,Sad,Slick,Smooth,Soft/Quiet,Soothing,Stylish","5,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,5,"At the Office,Comfort,Goodbyes,In Love,Loss/Grief,Rainy Day,Reflection,Relaxation,Sunday Afternoon","5,5,5,9,9,9,9,9,9","Adult Contemporary,Contemporary Pop/Rock","9,9","calm/peaceful,laid-back/mellow,refined,reflective,relaxed,sad,slick,smooth,soft/quiet,soothing,stylish",pop/rock,"in love,loss/grief,rainy day,reflection,relaxation,sunday afternoon","adult contemporary,contemporary pop/rock","T1,T4,T5,T6"
MT0000270200,Q2,0.3,0.51125,"Atmospheric,Bitter,Brooding,Confrontational,Eerie,Nocturnal,Paranoid,Slick,Smooth,Street-Smart,Tense/Anxious","5,5,8,8,9,9,9,9,9,9,9","Electronic,Pop/Rock","9,9","Cool & Cocky,Introspection,Late Night,Night Driving,Reflection,Solitude","5,9,9,9,9,9","Alternative Pop/Rock,Alternative/Indie Rock,Club/Dance,Contemporary Pop/Rock,Dance-Pop,New Wave,Punk/New Wave,Synth Pop","9,9,9,9,9,9,9,9","eerie,nocturnal,paranoid,slick,smooth,street-smart,tense/anxious","electronic,pop/rock","introspection,late night,night driving,reflection,solitude","alternative pop/rock,alternative/indie rock,club/dance,contemporary pop/rock,dance-pop,new wave,punk/new wave,synth pop","T2,T5"
MT0000271454,Q1,0.80625,0.6375,"Energetic,Exciting,Freewheeling,Joyous,Lively,Passionate,Playful,Raucous,Rousing,Swaggering","4,5,5,5,5,5,6,7,8,9","Jazz,Pop/Rock,R&B","4,9,9","Hanging Out,Late Night,Partying,Playful,TGIF","4,5,5,5,9","Early R&B,Jazz Blues,Rock & Roll","4,9,9",swaggering,"pop/rock,r&b",tgif,"jazz blues,rock & roll",T2
MT0000277032,Q4,0.57125,0.29375,"Bittersweet,Earthy,Gentle,Laid-Back/Mellow,Melancholy,Nocturnal,Organic,Plaintive,Reflective,Reserved,Sad,Smooth,Soothing,Theatrical,Warm,Weary","5,6,6,6,6,6,6,7,7,7,7,7,8,8,9,9",International,8,"Picnic,The Great Outdoors","7,9","Calypso,Caribbean Traditions","7,8","warm,weary",international,the great outdoors,caribbean traditions,T2
MT0000287606,Q4,0.5843750000000001,0.421875,"Brash,Bravado,Confident,Confrontational,Dramatic,Earnest,Freewheeling,Gritty,Gutsy,Intense,Intimate,Passionate,Reflective,Reverent,Rustic,Self-Conscious,Spiritual,Stylish,Swaggering,Urgent,Weary,Yearning","5,5,5,6,6,6,6,6,7,7,7,7,7,7,8,8,9,9,9,9,9,9",Blues,9,"Freedom,Hanging Out,Introspection,Reflection,Sunday Afternoon","9,9,9,9,9","Acoustic Blues,Blues Gospel,Piedmont Blues,Regional Blues","6,6,7,9","spiritual,stylish,swaggering,urgent,weary,yearning",blues,"freedom,hanging out,introspection,reflection,sunday afternoon",regional blues,"T2,T4,T5"
MT0000289116,Q3,0.28625,0.375,"Bittersweet,Brooding,Earthy,Melancholy,Plaintive,Poignant,Reflective,Sad,Weary,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9,9",Country,9,"Breakup,Drinking,Feeling Blue,Heartache,Jealousy,Late Night,Regret","9,9,9,9,9,9,9","Honky Tonk,Traditional Country","9,9","bittersweet,brooding,earthy,melancholy,plaintive,poignant,reflective,sad,weary,wistful,yearning",country,"breakup,drinking,feeling blue,heartache,jealousy,late night,regret","honky tonk,traditional country","T2,T5"
MT0000292000,Q4,0.76625,0.255,"Bright,Confident,Dramatic,Sensual,Slick,Smooth,Soft/Quiet,Warm","7,9,9,9,9,9,9,9",R&B,9,Late Night,9,Urban,9,"confident,dramatic,sensual,slick,smooth,soft/quiet,warm",r&b,late night,urban,T5
MT0000293345,Q3,0.459375,0.42125,"Lonely,Nostalgic,Sad,Strong,Yearning","5,5,5,5,5",Pop/Rock,5,"Awareness,Biographical,Lifecycle,Relationships,Reminiscing,Wisdom","5,5,5,5,5,5",Hard Rock,5,"lonely,nostalgic,sad,strong,yearning",pop/rock,"awareness,biographical,lifecycle,relationships,reminiscing,wisdom",hard rock,"T1,T3"
MT0000299291,Q3,0.37,0.29,"Autumnal,Bleak,Cold,Gloomy,Melancholy,Plaintive,Reflective,Reserved,Restrained,Slick,Somber,Weary,Wistful","5,6,7,7,7,7,7,7,7,8,8,8,8","Electronic,Pop/Rock","7,7","Feeling Blue,Heartache,Loss/Grief,Rainy Day,Solitude","5,5,7,8,8","Alternative/Indie Rock,Electronica,Indie Pop,Neo-Electro","5,7,7,7","slick,somber,weary,wistful","electronic,pop/rock","rainy day,solitude","electronica,indie pop,neo-electro","T4,T5"
MT0000300896,Q3,0.25,0.44375,"Atmospheric,Autumnal,Circular,Greasy,Gritty,Messy,Organic,Rustic,Wry","5,5,5,5,5,5,7,7,7","Country,Folk,International","5,6,9","Autumn,Celebration,Day Driving,Empowering,Feeling Blue,Freedom,Hanging Out,Late Night,Night Driving,Playful,Rainy Day,Road Trip,Small Gathering,Sunday Afternoon","5,5,5,5,5,5,5,5,5,7,7,7,7,7","Appalachian,North American Traditions,Old-Timey,String Bands","5,5,6,9","organic,rustic,wry",international,"playful,rainy day,road trip,small gathering,sunday afternoon",string bands,"T2,T4"
MT0000302038,Q1,0.77125,0.6375,"Aggressive,Boisterous,Cheerful,Earthy,Energetic,Exuberant,Freewheeling,Fun,Joyous,Lively,Passionate,Rollicking,Rousing","5,5,6,7,7,8,8,9,9,9,9,9,9","Country,Latin,Pop/Rock","9,9,9","Cool & Cocky,Hanging Out,Partying,Road Trip,Summer,TGIF","9,9,9,9,9,9","Americana,Contemporary Pop/Rock,Latin Rock,Mexican Traditions,Rock & Roll,Roots Rock,Tex-Mex","9,9,9,9,9,9,9","fun,joyous,lively,passionate,rollicking,rousing","country,latin,pop/rock","cool & cocky,hanging out,partying,road trip,summer,tgif","americana,contemporary pop/rock,latin rock,mexican traditions,rock & roll,roots rock,tex-mex",T2
MT0000310204,Q1,0.7525,0.711875,"Aggressive,Bright,Carefree,Cathartic,Confident,Dramatic,Hedonistic,Laid-Back/Mellow,Sensual,Sexual,Sexy,Soothing,Sparkling,Stylish,Yearning","5,5,5,5,5,6,6,7,7,8,8,8,8,8,8",R&B,8,"Awareness,Happiness,In Love,Joy,Romantic Evening,Seduction,Wisdom","5,5,5,5,7,8,8","Quiet Storm,Smooth Soul,Soul,Urban","6,8,8,8","sexual,sexy,soothing,sparkling,stylish,yearning",r&b,"seduction,wisdom","smooth soul,soul,urban","T3,T6"
MT0000312152,Q3,0.3087499999999999,0.321875,"Bittersweet,Brooding,Cold,Detached,Gloomy,Insular,Melancholy,Plaintive,Rollicking,Sad,Somber,Weary","5,6,7,7,7,7,8,8,8,8,9,9","Country,Pop/Rock","7,8","Breakup,Feeling Blue,Heartache,Introspection,Solitude","7,7,8,8,9","Country-Pop,Rock & Roll,Rockabilly,Traditional Country","5,7,7,8","somber,weary",pop/rock,solitude,traditional country,T5
MT0000315363,Q1,0.82125,0.61125,"Bravado,Celebratory,Energetic,Exciting,Freewheeling,Fun,Literate,Playful,Rollicking,Rousing,Swaggering,Witty","9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,8,"Guys Night Out,Hanging Out,Partying,Summer","9,9,9,9",Rock & Roll,8,"bravado,celebratory,energetic,exciting,freewheeling,fun,literate,playful,rollicking,rousing,swaggering,witty",pop/rock,"guys night out,hanging out,partying,summer",rock & roll,T2
MT0000315392,Q3,0.4425,0.34375,"Amiable/Good-Natured,Earnest,Happy,Indulgent,Innocent,Laid-Back/Mellow,Lazy,Light,Literate,Naive,Passionate,Plaintive,Playful,Precious,Refined,Reflective,Relaxed,Reserved,Searching,Self-Conscious,Slick,Stylish,Sugary,Sweet,Warm,Whimsical,Wry","5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9","Jazz,Vocal","5,9","Affirmation,Comfort,Introspection,Playful,Reflection,Relaxation,Sports,The Great Outdoors","5,7,7,7,7,9,9,9","Contemporary Jazz,Jazz-Funk,Vocal Pop","5,5,9","searching,self-conscious,slick,stylish,sugary,sweet,warm,whimsical,wry",vocal,"relaxation,sports,the great outdoors",vocal pop,"T2,T4"
MT0000318206,Q2,0.3125,0.54875,"Aggressive,Angst-Ridden,Anguished/Distraught,Brooding,Complex,Confident,Crunchy,Dramatic,Fierce,Fiery,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Manic,Menacing,Rousing,Sophisticated,Tense/Anxious,Visceral,Volatile","6,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,8,"Cool & Cocky,Empowering,Freedom,Guys Night Out","8,8,8,8","Alternative Metal,Black Metal,Grindcore,Heavy Metal,Power Metal,Progressive Metal","4,4,5,7,8,8","fierce,fiery,gritty,gutsy,harsh,hostile,intense,malevolent,manic,menacing,rousing,sophisticated,tense/anxious,visceral,volatile",pop/rock,"cool & cocky,empowering,freedom,guys night out","power metal,progressive metal",T2
MT0000318279,Q4,0.73,0.40125,"Carefree,Cheerful,Elegant,Intimate,Laid-Back/Mellow,Nocturnal,Playful,Refined,Romantic,Sentimental,Smooth,Sophisticated,Stylish,Warm","5,6,6,6,7,7,7,7,8,8,8,9,9,9","Jazz,Vocal","7,9","Affection/Fondness,Dinner Ambiance,In Love","8,9,9","Traditional Pop,Vocal Jazz,Vocal Pop","7,7,9","sophisticated,stylish,warm",vocal,"dinner ambiance,in love",vocal pop,T6
MT0000320757,Q3,0.3425,0.39125,"Delicate,Earnest,Gentle,Innocent,Melancholy,Reflective,Somber,Warm,Wistful,Yearning","6,7,7,7,7,7,7,8,8,9","Country,Pop/Rock","9,9","Feeling Blue,Heartache","6,9","AM Pop,British Invasion,Close Harmony,Contemporary Pop/Rock,Early Pop/Rock,Rock & Roll","7,8,9,9,9,9",yearning,"country,pop/rock",heartache,"close harmony,contemporary pop/rock,early pop/rock,rock & roll",T5
