song_id,quadrant,artist,title,duration,mood,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,arousal,valence,audio_path
MT0000119701,Q4,Bing Crosby,Too Marvelous for Words,184.0,"Calm/Peaceful,Carefree,Confident,Dramatic,Dreamy,Earnest,Elegant,Gentle,Intimate,Poignant,Refined,Reflective,Relaxed,Romantic,Sentimental,Smooth,Soothing,Sophisticated,Stylish,Sweet,Warm","Calm/Peaceful,Carefree,Confident,Dramatic,Dreamy,Earnest,Elegant,Gentle,Intimate,Poignant,Refined,Reflective,Relaxed,Romantic,Sentimental,Smooth,Soothing,Sophisticated,Stylish,Sweet,Warm","5,5,5,5,5,5,5,5,6,6,7,7,7,7,8,8,8,8,8,9,9","Jazz,Vocal","7,8","Affection/Fondness,Comfort,Dinner Ambiance,In Love,Romantic Evening","5,5,5,6,7","Tin Pan Alley Pop,Traditional Pop,Vocal Jazz,Vocal Pop","6,7,7,8",0.389375,0.753125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000119701.mp3
MT0000119987,Q1,Fergie,Glamorous,245.0,"Bright,Carefree,Celebratory,Fun,Playful,Quirky,Sexy,Slick,Sparkling,Stylish,Summery,Wistful","Bright,Carefree,Celebratory,Fun,Playful,Quirky,Sexy,Slick,Sparkling,Stylish,Summery,Wistful","7,7,7,7,7,7,7,7,7,8,8,9","R&B,Rap","7,9","Club,Empowering,Girls Night Out,Partying,Sex,TGIF","8,8,8,8,8,9","Pop-Rap,Urban","7,9",0.665,0.82875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000119987.mp3
MT0000123853,Q3,The Heartbeats,Tormented,0.0,"Gloomy,Precious,Sad","Bittersweet,Delicate,Gentle,Gloomy,Innocent,Intimate,Melancholy,Poignant,Precious,Sad,Wistful,Yearning","6,7,7,8,8,8,8,8,8,9,9,9",R&B,9,"Feeling Blue,Heartache,Regret","8,9,9","Doo Wop,Early R&B","9,9",0.31125,0.26875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000123853.mp3
MT0000124779,Q3,PJ Harvey,This Mess We're In,237.0,"Brooding,Cathartic,Gloomy,Intimate,Literate,Melancholy,Passionate,Poignant,Reflective,Sensual,Visceral,Yearning","Brooding,Cathartic,Gloomy,Intimate,Literate,Melancholy,Passionate,Poignant,Reflective,Sensual,Visceral,Yearning","3,4,5,5,5,5,5,5,6,7,7,9",Pop/Rock,9,"Heartache,Late Night,Reflection","2,6,8","Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock","9,9,9",0.375,0.28625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000124779.mp3
MT0000133200,Q2,Deftones,Rats!Rats!Rats!,240.0,"Angry,Angst-Ridden,Bitter,Crunchy,Harsh,Hostile,Malevolent,Menacing,Nihilistic,Ominous,Tense/Anxious,Volatile","Aggressive,Angry,Angst-Ridden,Bitter,Brooding,Confrontational,Crunchy,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Ominous,Rousing,Tense/Anxious,Theatrical,Urgent,Visceral,Volatile","7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Feeling Blue,Introspection,Reflection,Solitude,The Creative Side","7,7,7,7,7","Alternative Metal,Alternative Pop/Rock,Alternative/Indie Rock,Hard Rock,Heavy Metal","7,7,7,9,9",0.54875,0.30625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000133200.mp3
MT0000144160,Q4,The Bellamy Brothers,It's So Close to Christmas (And I'm So Far from Home),190.0,"Detached,Innocent,Light,Naive,Reserved,Reverent,Rustic,Soft/Quiet,Weary,Whimsical","Bittersweet,Detached,Earnest,Earthy,Gentle,Innocent,Intimate,Laid-Back/Mellow,Light,Naive,Refined,Reflective,Relaxed,Reserved,Reverent,Rustic,Smooth,Soft/Quiet,Warm,Weary,Whimsical,Yearning","5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,8,9,9,9,9,9","Country,Holiday,Pop/Rock","5,5,9","Christmas Party,Family Gatherings,Holidays,Winter","9,9,9,9","Christmas,Contemporary Country,Country-Rock,Holidays","5,5,9,9",0.325,0.625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000144160.mp3
MT0000145509,Q2,Ozzy Osbourne,Running Out of Time,305.0,"Aggressive,Malevolent,Menacing,Outrageous,Rambunctious,Raucous,Rebellious,Rowdy,Stylish,Theatrical,Visceral,Wistful,Yearning","Aggressive,Malevolent,Menacing,Outrageous,Rambunctious,Raucous,Rebellious,Rowdy,Stylish,Theatrical,Visceral,Wistful,Yearning","3,5,5,6,6,7,7,7,7,7,7,8,9",Pop/Rock,9,"Guys Night Out,Halloween,Late Night,TGIF","7,7,8,8","Album Rock,British Metal,Hard Rock,Heavy Metal,Neo-Classical Metal,Stoner Metal","3,3,7,8,9,9",0.54375,0.395,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000145509.mp3
MT0000146284,Q4,Willie Nelson,Willingly,0.0,"Amiable/Good-Natured,Earnest,Earthy,Elegant,Gentle,Innocent,Intimate,Laid-Back/Mellow,Light,Refined,Reflective,Relaxed,Reserved,Reverent,Romantic,Sentimental,Smooth,Soft/Quiet,Soothing,Sophisticated,Sweet,Whimsical,Wistful","Amiable/Good-Natured,Earnest,Earthy,Elegant,Gentle,Innocent,Intimate,Laid-Back/Mellow,Light,Refined,Reflective,Relaxed,Reserved,Reverent,Romantic,Sentimental,Smooth,Soft/Quiet,Soothing,Sophisticated,Sweet,Whimsical,Wistful","4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,8,8,9,9,9,9",Country,9,"Comfort,In Love,Relaxation,Reminiscing","9,9,9,9","Country-Pop,Traditional Country","4,9",0.30625,0.7,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000146284.mp3
MT0000146966,Q1,The Black Crowes,Shake Your Moneymaker,265.0,"Cheerful,Euphoric,Strong","Boisterous,Cheerful,Euphoric,Lively,Strong","5,5,5,5,5","Country,Pop/Rock","5,5","Biographical,In Love,Joy,Money,Relationships","5,5,5,5,5","Hard Rock,Honky Tonk","5,5",0.53125,0.85,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000146966.mp3
MT0000147182,Q4,Steely Dan,Pearl of the Quarter,231.0,"Calm/Peaceful,Soft/Quiet,Soothing","Amiable/Good-Natured,Calm/Peaceful,Laid-Back/Mellow,Poignant,Reflective,Relaxed,Soft/Quiet,Soothing,Warm","7,7,8,9,9,9,9,9,9",Pop/Rock,9,"Hanging Out,In Love,Late Night,Night Driving,Romance,Yearning","5,5,5,9,9,9","Album Rock,Contemporary Pop/Rock,Country-Rock,Jazz-Rock,Soft Rock","5,9,9,9,9",0.11875,0.75625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000147182.mp3
MT0000151451,Q4,The Pogues,Love You 'Till the End,,"Calm/Peaceful,Dreamy,Restrained,Romantic,Serious,Yearning","Calm/Peaceful,Dreamy,Restrained,Romantic,Serious,Yearning","5,5,5,5,5,5","International,Pop/Rock","5,5","Awareness,Friendship,Happiness,In Love,Joy,Passion,Promises,Relationships,Romance,Truth,Yearning","5,5,5,5,5,5,5,5,5,5,5","Central European Traditions,Folk-Rock,German,Psychedelic/Garage","5,5,5,5",0.4225,0.815,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000151451.mp3
MT0000153970,Q2,2Pac,Hit Em Up,252.0,"Angry,Bitter,Cynical/Sarcastic,Fierce,Hostile,Menacing,Provocative,Rebellious,Thuggish,Uncompromising","Aggressive,Angry,Bitter,Boisterous,Brash,Confrontational,Cynical/Sarcastic,Dramatic,Fierce,Gutsy,Hostile,Intense,Menacing,Passionate,Provocative,Raucous,Rebellious,Rousing,Street-Smart,Thuggish,Uncompromising,Wry","4,5,5,6,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Empowering,Guys Night Out,Maverick,Reflection,Revolutionary","5,6,7,7,9,9","Gangsta Rap,West Coast Rap","9,9",0.53625,0.345,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000153970.mp3
MT0000162219,Q3,George Jones,Where Grass Won't Grow,197.0,"Autumnal,Dramatic,Earnest,Intimate,Literate,Melancholy,Nocturnal,Plaintive,Poignant,Reflective,Rustic,Sentimental,Smooth,Somber,Sophisticated,Stylish,Theatrical,Weary,Wistful,Yearning","Autumnal,Dramatic,Earnest,Intimate,Literate,Melancholy,Nocturnal,Plaintive,Poignant,Reflective,Rustic,Sentimental,Smooth,Somber,Sophisticated,Stylish,Theatrical,Weary,Wistful,Yearning","5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,9,9",Country,9,"Feeling Blue,Late Night,Reflection,The Great Outdoors","9,9,9,9","Country-Pop,Honky Tonk,Nashville Sound/Countrypolitan,Traditional Country","5,6,6,9",0.3143749999999999,0.311875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000162219.mp3
MT0000164441,Q4,The Stanley Brothers,Angel Band,135.0,"Earthy,Passionate,Plaintive,Poignant,Reverent,Searching,Spiritual,Sweet","Amiable/Good-Natured,Earnest,Earthy,Passionate,Plaintive,Poignant,Reflective,Reverent,Rousing,Searching,Spiritual,Sweet","5,5,5,5,5,5,5,6,6,6,6,7",Country,8,"Affirmation,Empowering,Sunday Afternoon","5,5,5","Bluegrass,Close Harmony,Traditional Bluegrass","7,7,8",0.389375,0.645,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000164441.mp3
MT0000169836,Q2,Master P,Return of da Don,0.0,"Aggressive,Bravado,Confrontational,Energetic,Hostile,Menacing,Ominous,Reckless,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","Aggressive,Ambitious,Bravado,Confrontational,Energetic,Hostile,Menacing,Ominous,Reckless,Rousing,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","7,7,7,7,7,7,7,8,8,8,8,8,8,8,8",Rap,8,Cool & Cocky,7,"Dirty South,Gangsta Rap,Hardcore Rap,Southern Rap","7,7,7,8",0.54,0.35,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000169836.mp3
MT0000171852,Q3,Rosemary Clooney,You'll Never Know,189.0,"Delicate,Dramatic,Earnest,Elegant,Gentle,Gloomy,Nocturnal,Poignant,Refined,Reflective,Restrained,Sad,Searching,Smooth,Soft/Quiet,Wistful,Yearning","Delicate,Dramatic,Earnest,Elegant,Gentle,Gloomy,Nocturnal,Poignant,Refined,Reflective,Restrained,Sad,Searching,Smooth,Soft/Quiet,Wistful,Yearning","6,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9","Jazz,Vocal","7,9","Feeling Blue,Heartache,Introspection,Late Night,Reflection","8,8,9,9,9","Torch Songs,Traditional Pop,Vocal Jazz,Vocal Pop","7,8,9,9",0.300625,0.203125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000171852.mp3
MT0000174580,Q1,Toni Braxton,I Belong to You,233.0,"Celebratory,Elegant,Fun,Lush,Romantic,Sensual,Sexual,Sexy,Sweet","Celebratory,Confident,Elegant,Fun,Lively,Lush,Romantic,Sensual,Sentimental,Sexual,Sexy,Stylish,Sweet,Warm","6,6,7,7,7,7,7,7,7,7,7,9,9,9","Electronic,Pop/Rock,R&B","6,9,9","Club,In Love,Nature,Partying,Passion,Relationships,Seduction,Sex,Truth","5,5,5,5,7,9,9,9,9","Adult Contemporary,Club/Dance,Contemporary R&B,Dance-Pop,Urban","6,7,9,9,9",0.5900000000000001,0.80125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000174580.mp3
MT0000177451,Q3,Lowell Fulson,Midnight Showers of Rain,171.0,"Bitter,Sad,Somber,Uncompromising,Weary","Bitter,Brooding,Gritty,Melancholy,Nocturnal,Plaintive,Poignant,Sad,Somber,Street-Smart,Uncompromising,Visceral,Weary","7,7,7,7,7,7,7,8,8,8,8,8,8",Blues,9,"Breakup,D-I-V-O-R-C-E,Feeling Blue,Heartache,Night Driving,Rainy Day","7,8,8,8,8,9","Regional Blues,Texas Blues,West Coast Blues","7,9,9",0.3831249999999999,0.305,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000177451.mp3
MT0000177878,Q4,Ella Fitzgerald,It Had to Be You,240.0,"Delicate,Reserved,Soft/Quiet,Sparse","Bittersweet,Delicate,Dreamy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Poignant,Refined,Relaxed,Reserved,Romantic,Sensual,Sentimental,Soft/Quiet,Soothing,Sparse,Warm","6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Affection/Fondness,Comfort,Dinner Ambiance,Late Night,Relaxation,Romantic Evening","8,8,9,9,9,9","Torch Songs,Vocal Jazz","9,9",0.239375,0.678125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000177878.mp3
MT0000186467,Q2,Soulfly,Back to the Primitive,261.0,"Aggressive,Belligerent,Boisterous,Lively,Marching,Negative,Strong,Threatening","Aggressive,Belligerent,Boisterous,Lively,Marching,Negative,Strong,Threatening","5,5,5,5,5,5,5,5","Electronic,Pop/Rock","5,5","Anger/Hostility,Freedom,Politics/Society,Religion,Starting Out,Truth,Violence,Wisdom,World View","5,5,5,5,5,5,5,5,5","Club/Dance,Hardcore Punk,Heavy Metal,Punk/New Wave","5,5,5,5",0.5175,0.26375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000186467.mp3
MT0000195705,Q4,Jim Nabors,A Time for Us,169.0,Tender,"Confident,Dramatic,Elegant,Lush,Organic,Passionate,Poignant,Precious,Refined,Reflective,Reverent,Sentimental,Tender,Theatrical,Warm,Wistful","4,5,5,5,5,5,6,6,7,7,8,8,8,9,9,9","Pop/Rock,Vocal","5,9","Affection/Fondness,Comfort,Relaxation,Reminiscing","9,9,9,9","Celebrity,Traditional Pop,Vocal Pop","5,7,9",0.2775,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000195705.mp3
MT0000197431,Q1,Connie Francis,Plenty Good Lovin',124.0,"Cheerful,Humorous,Innocent,Witty","Amiable/Good-Natured,Cheerful,Energetic,Humorous,Innocent,Lively,Playful,Rousing,Witty","5,6,6,6,7,7,7,7,8",Pop/Rock,9,"Hanging Out,In Love,New Love,Partying","7,7,7,7","Brill Building Pop,Early Pop/Rock,Rock & Roll","6,9,9",0.56125,0.8162499999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000197431.mp3
MT0000202045,Q4,Bob Marley & the Wailers,Exodus,455.0,"Bittersweet,Earthy,Gentle,Laid-Back/Mellow,Organic,Outraged,Poignant,Provocative,Soothing,Spiritual,Summery,Sweet","Amiable/Good-Natured,Bittersweet,Earnest,Earthy,Gentle,Laid-Back/Mellow,Organic,Outraged,Poignant,Provocative,Reflective,Rousing,Soothing,Spiritual,Summery,Sweet","3,3,4,4,4,4,5,5,5,5,5,6,7,7,8,8",Reggae,5,"Freedom,Hanging Out,Relaxation,Revolutionary,Summer","4,5,5,6,7","Political Reggae,Roots Reggae","5,5",0.3924999999999999,0.6025,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000202045.mp3
MT0000203272,Q3,Jah Mason,Plan Out,225.0,"Angry,Bitter,Snide","Ambitious,Angry,Bitter,Cathartic,Confident,Druggy,Earnest,Energetic,Hypnotic,Rebellious,Snide,Spiritual,Uncompromising,Urgent,Volatile","7,7,7,7,7,7,8,8,8,8,9,9,9,9,9",Reggae,9,"Freedom,Revolutionary","8,8",Contemporary Reggae,9,0.4549999999999999,0.29125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000203272.mp3
MT0000214287,Q3,Merle Haggard,High on a Hilltop,178.0,"Autumnal,Bittersweet,Melancholy,Plaintive,Poignant,Sad,Searching,Soft/Quiet,Wistful","Autumnal,Bittersweet,Melancholy,Plaintive,Poignant,Reflective,Sad,Searching,Soft/Quiet,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9,9",Country,9,"Comfort,Feeling Blue,Heartache,Rainy Day","9,9,9,9","Bakersfield Sound,Honky Tonk,Traditional Country","9,9,9",0.35125,0.24,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000214287.mp3
MT0000216849,Q2,Rebel Meets Rebel,Get Outta My Life,212.0,"Angry,Bitter,Hostile","Aggressive,Angry,Bitter,Confrontational,Fiery,Hostile,Intense,Rowdy,Volatile","4,7,7,9,9,9,9,9,9","Country,Pop/Rock","3,9","Breakup,Cool & Cocky,D-I-V-O-R-C-E,Empowering,Guys Night Out,Heartache","7,9,9,9,9,9","Hard Rock,Heavy Metal,Outlaw Country","3,7,9",0.54875,0.1912499999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000216849.mp3
MT0000218346,Q4,Steven Curtis Chapman,Moment Made for Worshipping,370.0,"Innocent,Joyous,Reverent,Spiritual","Bright,Earnest,Gentle,Innocent,Joyous,Passionate,Reverent,Rousing,Searching,Spiritual","9,9,9,9,9,9,9,9,9,9","New Age,Pop/Rock,Religious","8,9,9","Affirmation,Empowering,Introspection,Reflection","9,9,9,9","Adult Contemporary,CCM,Contemporary Christian,Contemporary Pop/Rock,Inspirational,Soft Rock","8,9,9,9,9,9",0.45125,0.6481250000000001,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000218346.mp3
MT0000222773,Q4,The Louvin Brothers,She Will Get Lonesome,0.0,"Nostalgic,Reverent,Rustic,Spiritual","Bittersweet,Earthy,Nostalgic,Plaintive,Poignant,Reflective,Reverent,Rustic,Sentimental,Spiritual,Wistful,Yearning","5,5,6,6,6,6,6,7,7,7,8,8","Country,Religious","5,8","Introspection,Reminiscing","6,7","Bluegrass,Bluegrass-Gospel,Close Harmony,Gospel,Traditional Bluegrass","5,5,8,8,8",0.42625,0.61375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000222773.mp3
MT0000231784,Q2,D12,Words Are Weapons,0.0,"Bleak,Bravado,Cold,Gloomy,Hungry,Ominous,Tense/Anxious,Uncompromising,Volatile","Ambitious,Bleak,Bravado,Cold,Confident,Gloomy,Hungry,Ominous,Street-Smart,Tense/Anxious,Uncompromising,Volatile","7,7,7,7,7,7,8,8,8,8,9,9",Rap,7,"Empowering,Motivation","5,6",Hardcore Rap,7,0.530625,0.359375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000231784.mp3
MT0000235880,Q4,"The ""5"" Royales",Let Me Come Back Home,142.0,"Gritty,Organic,Sweet","Earnest,Earthy,Gritty,Intimate,Organic,Passionate,Searching,Sweet,Wistful,Yearning","7,7,7,7,7,7,7,7,7,7","Blues,R&B","5,9","Affection/Fondness,Comfort,In Love,New Love,Partying,Relaxation,Romantic Evening,Seduction","5,5,5,5,5,5,5,6","Doo Wop,Early R&B,Soul-Blues","5,5,9",0.41125,0.56875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000235880.mp3
MT0000245808,Q1,Ray Charles,"What'd I Say, Pt. 1",189.0,"Bravado,Energetic,Exuberant,Joyous,Passionate,Playful,Rambunctious,Rousing,Swaggering","Bravado,Energetic,Exuberant,Joyous,Passionate,Playful,Rambunctious,Rousing,Swaggering","4,5,5,7,8,8,8,8,9","Blues,Jazz,R&B","4,8,9","Partying,Playful,TGIF","4,5,9","Early R&B,Jazz Blues,Urban Blues","4,8,9",0.6243749999999999,0.7887500000000001,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000245808.mp3
MT0000249842,Q1,Stars,Set Yourself On Fire,339.0,"Detached,Theatrical,Witty","Bittersweet,Detached,Dramatic,Earnest,Earthy,Gentle,Literate,Refined,Reflective,Smooth,Sophisticated,Stylish,Theatrical,Warm,Witty","1,2,2,2,2,3,4,4,6,6,7,8,8,8,8",Pop/Rock,9,"Breakup,Introspection,Romantic Evening","2,4,4","Alternative/Indie Rock,Chamber Pop,Indie Electronic,Indie Pop","4,4,9,9",0.545,0.5375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000249842.mp3
MT0000252574,Q1,Rod Stewart,What Am I Gonna Do (I'm So in Love With You),259.0,"Cheerful,Lively,Marching,Positive,Strong","Cheerful,Lively,Marching,Positive,Strong","5,5,5,5,5",Pop/Rock,5,"Despair,In Love,Passion,Relationships","5,5,5,5",Adult Contemporary,5,0.57875,0.7931250000000001,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000252574.mp3
MT0000255724,Q3,Danny Elfman,Signal Fire,266.0,"Angst-Ridden,Bleak,Brooding,Cerebral,Literate,Melancholy","Angst-Ridden,Bleak,Brooding,Cerebral,Earnest,Literate,Melancholy,Reflective,Sophisticated","7,7,7,7,7,7,7,7,7","Pop/Rock,Stage & Screen","7,7","Loss/Grief,Winter","7,7","Adult Alternative Pop/Rock,Alternative Pop/Rock,Alternative/Indie Rock,Emo,Soundtracks","7,7,7,7,7",0.375,0.3425,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000255724.mp3
MT0000258646,Q2,A.C.,I Sold Your Dog to a Chinese Restaurant,49.0,"Harsh,Hostile,Messy,Nihilistic,Outrageous","Aggressive,Brash,Confrontational,Harsh,Hostile,Humorous,Messy,Nihilistic,Outrageous,Provocative,Visceral,Volatile","6,7,7,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Mischievous,Revolutionary","8,9","Alternative Metal,Death Metal,Grindcore,Heavy Metal","4,7,8,9",0.5462499999999999,0.2774999999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000258646.mp3
MT0000268576,Q3,Eric Clapton,River of Tears,441.0,"Brooding,Calm/Peaceful,Laid-Back/Mellow,Refined,Reflective,Relaxed,Sad,Slick,Smooth,Soft/Quiet,Soothing,Stylish","Brooding,Calm/Peaceful,Laid-Back/Mellow,Refined,Reflective,Relaxed,Sad,Slick,Smooth,Soft/Quiet,Soothing,Stylish","5,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,5,"At the Office,Comfort,Goodbyes,In Love,Loss/Grief,Rainy Day,Reflection,Relaxation,Sunday Afternoon","5,5,5,9,9,9,9,9,9","Adult Contemporary,Contemporary Pop/Rock","9,9",0.375,0.28625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000268576.mp3
MT0000270200,Q2,Corey Hart,Sunglasses at Night 2003,195.0,"Bitter,Eerie,Paranoid","Atmospheric,Bitter,Brooding,Confrontational,Eerie,Nocturnal,Paranoid,Slick,Smooth,Street-Smart,Tense/Anxious","5,5,8,8,9,9,9,9,9,9,9","Electronic,Pop/Rock","9,9","Cool & Cocky,Introspection,Late Night,Night Driving,Reflection,Solitude","5,9,9,9,9,9","Alternative Pop/Rock,Alternative/Indie Rock,Club/Dance,Contemporary Pop/Rock,Dance-Pop,New Wave,Punk/New Wave,Synth Pop","9,9,9,9,9,9,9,9",0.51125,0.3,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0000270200.mp3
MT0000271454,Q1,Ray Charles,"What'd I Say, Pts. 1 & 2",388.0,"Energetic,Exciting,Freewheeling,Joyous,Lively,Passionate,Playful,Raucous,Rousing,Swaggering","Energetic,Exciting,Freewheeling,Joyous,Lively,Passionate,Playful,Raucous,Rousing,Swaggering","4,5,5,5,5,5,6,7,8,9","Jazz,Pop/Rock,R&B","4,9,9","Hanging Out,Late Night,Partying,Playful,TGIF","4,5,5,5,9","Early R&B,Jazz Blues,Rock & Roll","4,9,9",0.6375,0.80625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0000271454.mp3
MT0000277032,Q4,Harry Belafonte,Day-O (Banana Boat Song),,"Bittersweet,Earthy,Gentle,Laid-Back/Mellow,Melancholy,Nocturnal,Organic,Plaintive,Reflective,Reserved,Sad,Smooth,Soothing,Theatrical,Warm,Weary","Bittersweet,Earthy,Gentle,Laid-Back/Mellow,Melancholy,Nocturnal,Organic,Plaintive,Reflective,Reserved,Sad,Smooth,Soothing,Theatrical,Warm,Weary","5,6,6,6,6,6,6,7,7,7,7,7,8,8,9,9",International,8,"Picnic,The Great Outdoors","7,9","Calypso,Caribbean Traditions","7,8",0.29375,0.57125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000277032.mp3
MT0000287606,Q4,Rev. Gary Davis,I Am the True Vine,198.0,"Reverent,Rustic,Self-Conscious,Spiritual,Weary","Brash,Bravado,Confident,Confrontational,Dramatic,Earnest,Freewheeling,Gritty,Gutsy,Intense,Intimate,Passionate,Reflective,Reverent,Rustic,Self-Conscious,Spiritual,Stylish,Swaggering,Urgent,Weary,Yearning","5,5,5,6,6,6,6,6,7,7,7,7,7,7,8,8,9,9,9,9,9,9",Blues,9,"Freedom,Hanging Out,Introspection,Reflection,Sunday Afternoon","9,9,9,9,9","Acoustic Blues,Blues Gospel,Piedmont Blues,Regional Blues","6,6,7,9",0.421875,0.5843750000000001,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000287606.mp3
MT0000289116,Q3,Hank Williams,I Can't Help It (If I'm Still in Love with You),,"Bittersweet,Brooding,Melancholy,Plaintive,Sad,Weary,Wistful","Bittersweet,Brooding,Earthy,Melancholy,Plaintive,Poignant,Reflective,Sad,Weary,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9,9",Country,9,"Breakup,Drinking,Feeling Blue,Heartache,Jealousy,Late Night,Regret","9,9,9,9,9,9,9","Honky Tonk,Traditional Country","9,9",0.375,0.28625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000289116.mp3
MT0000292000,Q4,112,Love Me,257.0,"Sensual,Soft/Quiet","Bright,Confident,Dramatic,Sensual,Slick,Smooth,Soft/Quiet,Warm","7,9,9,9,9,9,9,9",R&B,9,Late Night,9,Urban,9,0.255,0.76625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0000292000.mp3
MT0000293345,Q3,Queensrï¿½che,I Will Remember,264.0,"Lonely,Nostalgic,Sad,Strong","Lonely,Nostalgic,Sad,Strong,Yearning","5,5,5,5,5",Pop/Rock,5,"Awareness,Biographical,Lifecycle,Relationships,Reminiscing,Wisdom","5,5,5,5,5,5",Hard Rock,5,0.42125,0.459375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000293345.mp3
MT0000299291,Q3,Client,Heartland,267.0,"Bleak,Cold,Gloomy,Somber","Autumnal,Bleak,Cold,Gloomy,Melancholy,Plaintive,Reflective,Reserved,Restrained,Slick,Somber,Weary,Wistful","5,6,7,7,7,7,7,7,7,8,8,8,8","Electronic,Pop/Rock","7,7","Feeling Blue,Heartache,Loss/Grief,Rainy Day,Solitude","5,5,7,8,8","Alternative/Indie Rock,Electronica,Indie Pop,Neo-Electro","5,7,7,7",0.29,0.37,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0000299291.mp3
